asset_id,current_los,method_1_cost,method_2_cost,method_3_cost,weight,SHAPE_Leng
1000001,3.3,8353.2,33412.8,146181,0.23,79.0819467
1000002,6.4,857.9,3431.6,15013.25,0.02,15.10018959
1000003,6.9,14758.1,59032.4,258266.75,0.4,165.4682564
1000004,8.5,11910.7,47642.8,208437.25,0.33,149.327034
1000005,7,11614,46456,203245,0.32,84.05348967
1000006,5,28222.4,112889.6,493892,0.77,309.0736621
1000007,7.5,50184.9,200739.6,878235.75,1.37,281.3758422
1000008,5.584954969,6551.6,26206.4,114653,0.18,132.5245296
1000009,6.8,2776.575,11106.3,55531.5,0.1,50.02748391
1000010,5.1,1806.5,7226,31613.75,0.05,31.69968598
1000011,5.9,4196.6,16786.4,73440.5,0.11,61.72672389
1000012,6.1,1414.6,5658.4,24755.5,0.04,17.16918625
1000013,5.633010688,8509.1,34036.4,148909.25,0.23,108.7627961
1000014,7.3,9500.2,38000.8,166253.5,0.26,107.0580543
1000015,5,22294.3,89177.2,390150.25,0.61,156.3404117
1000016,5.5,8932.725,35730.9,178654.5,0.33,86.99563749
1000017,7.8,19523.3,78093.2,341657.75,0.53,190.3054516
1000018,6.3,7909.8,31639.2,138421.5,0.22,70.17874022
1000019,5.9,4933.5,19734,86336.25,0.13,94.28874134
1000020,3.9,10805.6,43222.4,189098,0.3,110.4709967
1000021,6.4,25476.3,101905.2,445835.25,0.7,230.270805
1000022,6.9,152507.8,610031.2,2668886.5,4.17,1751.930455
1000023,7.1,3569.3,14277.2,62462.75,0.1,37.9245911
1000024,4.1,1997.7,7990.8,34959.75,0.05,27.88846355
1000025,4.1,4745.3,18981.2,83042.75,0.13,54.34278757
1000026,1.6,2602.4,10409.6,45542,0.07,18.47145173
1000027,5.5,9217.8,36871.2,184356,0.34,177.4494129
1000028,6.1,11221.4,44885.6,196374.5,0.31,159.983567
1000029,6.1,693,2772,12127.5,0.02,10.70811366
1000030,3.9,3746.5,14986,65563.75,0.1,48.26255263
1000031,6.2,11126.6,44506.4,194715.5,0.3,132.4825515
1000032,4.7,30758,123032,538265,0.84,305.5484062
1000033,3.9,15639.1,62556.4,273684.25,0.43,134.310266
1000034,6.8,898.95,3595.8,22473.75,0.05,860.1037127
1000035,5.1,9834.5,39338,172103.75,0.27,94.39641629
1000036,4.7,17900.7,71602.8,313262.25,0.49,180.0459263
1000037,7.1,50391.8,201567.2,881856.5,1.38,368.6573055
1000038,6.3,14378.3,57513.2,251620.25,0.39,87.17462145
1000039,5.5,311.15,1244.6,7778.75,0.02,9.731092373
1000040,6.1,476.5,1906,8338.75,0.01,9.669366574
1000041,4.7,7444.3,29777.2,130275.25,0.2,99.12120668
1000042,6.3,93139.7,372558.8,1629944.75,2.54,628.174389
1000043,3.9,4045.9,16183.6,70803.25,0.11,85.25312737
1000044,7.8,18759.1,75036.4,328284.25,0.51,235.0437871
1000045,5.2,5418.9,21675.6,94830.75,0.15,59.02014279
1000046,3.9,4692.9,18771.6,82125.75,0.13,83.21591103
1000047,3.9,699.5,2798,12241.25,0.02,14.51033523
1000048,3.5,16301.1,65204.4,285269.25,0.45,143.8929867
1000049,6.4,483.4,1933.6,8459.5,0.01,10.67354706
1000050,7.1,25504.6,102018.4,446330.5,0.7,278.1840305
1000051,5.568770978,1189.9,4759.6,20823.25,0.03,23.95353551
1000052,6.5,2907.9,11631.6,50888.25,0.08,43.79165973
1000053,6.5,14846.4,59385.6,259812,0.41,159.4287001
1000054,5.4,1405.6,5622.4,24598,0.04,12.76631617
1000055,7.1,25948,103792,454090,0.71,166.8173124
1000056,3.1,2983,11932,52202.5,0.08,40.92921202
1000057,6.2,2979.6,11918.4,52143,0.08,32.96393307
1000058,4.3,2456.3,9825.2,42985.25,0.07,27.96943197
1000059,4.3,7765.8,31063.2,135901.5,0.21,63.66640826
1000060,6.5,6617.9,26471.6,115813.25,0.18,107.6250083
1000061,7.1,3092.9,12371.6,54125.75,0.08,30.96707367
1000062,7.1,15440.5,61762,270208.75,0.42,115.5165497
1000063,7.6,55365.5,221462,968896.25,1.51,293.9350503
1000064,7.6,61275.4,245101.6,1072319.5,1.68,323.5342537
1000065,7.8,13603,54412,238052.5,0.38,156.8298428
1000066,7.1,36543.1,146172.4,639504.25,1,316.3140953
1000067,7.6,28722,114888,502635,0.79,148.4220871
1000068,7.2,42585.1,170340.4,745239.25,1.16,317.6250686
1000069,6.8,18952.3,75809.2,331665.25,0.52,103.6823632
1000070,7.8,150089.8,600359.2,2626571.5,4.1,989.0878651
1000071,7.2,19531.5,78126,341801.25,0.53,97.91072965
1000072,7.3,23988.1,95952.4,419791.75,0.66,148.5357761
1000073,7.1,7217.8,28871.2,126311.5,0.2,52.56794559
1000074,7,10516.6,42066.4,184040.5,0.29,129.4098019
1000075,7,10794,43176,188895,0.3,101.0355216
1000076,7.1,5852.6,23410.4,102420.5,0.16,42.6292102
1000077,7.1,11206.1,44824.4,196106.75,0.3,121.3571788
1000078,7.3,30833,123332,539577.5,0.84,337.4458678
1000079,6.8,16965.7,67862.8,296899.75,0.46,131.0397196
1000080,7.3,5473.2,21892.8,95781,0.15,51.07162505
1000081,4.3,94024.9,376099.6,1645435.75,2.57,813.0928379
1000082,6.8,8422,33688,147385,0.23,111.8250932
1000083,4.9,12542.4,50169.6,219492,0.34,170.7514314
1000084,7.3,2616.1,10464.4,45781.75,0.07,27.54024763
1000085,4,3434.7,13738.8,60107.25,0.09,42.13754414
1000086,4.1,809.5,3238,14166.25,0.02,13.44959752
1000087,3.3,1641.5,6566,28726.25,0.04,15.26987166
1000088,6.4,4313.1,17252.4,75479.25,0.12,43.74022907
1000089,6.3,2670.5,10682,46733.75,0.07,46.6885899
1000090,6,2212.2,8848.8,44244,0.08,37.87689283
1000091,6.6,36201.8,144807.2,633531.5,0.99,244.6325276
1000092,5,51780.4,207121.6,906157,1.42,387.2474023
1000093,6.6,12482.2,49928.8,218438.5,0.34,110.8153406
1000094,7,11722.8,46891.2,205149,0.32,100.8508726
1000095,5.3,26152.4,104609.6,457667,0.72,316.7195891
1000096,5.666977492,12834.6,51338.4,224605.5,0.35,347.1612459
1000097,7,1436.8,5747.2,25144,0.04,17.09705676
1000098,8,2493.6,9974.4,43638,0.07,29.88533781
1000099,5.1,2560.2,10240.8,44803.5,0.07,29.08880273
1000100,6.7,63918.5,255674,1118573.75,1.75,375.0547887
1000101,2.3,5730.7,22922.8,100287.25,0.16,46.71727426
1000102,6.7,2098.3,8393.2,36720.25,0.06,21.67116286
1000103,4.8,4203.4,16813.6,73559.5,0.11,43.85866774
1000104,5.6,8861.3,35445.2,155072.75,0.24,62.66995919
1000105,8.2,57992.4,231969.6,1014867,1.59,384.258659
1000106,3.7,3054.3,12217.2,53450.25,0.08,36.1191431
1000107,6.3,1850.4,7401.6,32382,0.05,32.6466912
1000108,5.9,2498.2,9992.8,43718.5,0.07,26.83505928
1000109,6.5,14059.1,56236.4,246034.25,0.38,100.8869797
1000110,6.5,2554.7,10218.8,44707.25,0.07,23.24688082
1000111,6.5,12842.9,51371.6,224750.75,0.35,95.04418769
1000112,7.3,8846.3,35385.2,154810.25,0.24,108.4002298
1000113,4.9,1735.5,6942,30371.25,0.05,20.98838574
1000114,4.9,10144.1,40576.4,177521.75,0.28,94.53574414
1000115,5.9,451.9,1807.6,7908.25,0.01,9.403665479
1000116,6.8,152.5,610,2668.75,0.004120789,6.516432729
1000117,4.9,335.3,1341.2,5867.75,0.01,8.179366569
1000118,4.9,166.1,664.4,2906.75,0.004492637,6.939765711
1000119,5.7,784.5,3138,13728.75,0.02,13.62987636
1000120,5.7,2287.8,9151.2,40036.5,0.06,35.19844691
1000121,5.1,3059.7,12238.8,53544.75,0.08,33.08489982
1000122,7.3,758.9,3035.6,13280.75,0.02,13.61770739
1000123,7.6,689.5,2758,12066.25,0.02,11.67408855
1000124,7.3,5654.3,22617.2,98950.25,0.15,62.13534022
1000125,7.3,2339.9,9359.6,40948.25,0.06,45.88008182
1000126,7.3,475.7,1902.8,8324.75,0.01,16.89895302
1000127,5.7,541.1,2164.4,9469.25,0.01,17.50645801
1000128,6.9,1552.3,6209.2,27165.25,0.04,24.3079417
1000129,6.3,770.8,3083.2,13489,0.02,12.3746016
1000130,6,790,3160,13825,0.02,12.5674349
1000131,7.6,58756.6,235026.4,1028240.5,1.61,587.9150925
1000132,6,12792.6,51170.4,223870.5,0.35,138.6265391
1000133,6.4,1805,7220,31587.5,0.05,28.71208351
1000134,7.6,604.3,2417.2,10575.25,0.02,17.24930788
1000135,9.3,51631.5,206526,903551.25,1.41,490.5788773
1000136,6.8,3431.4,13725.6,60049.5,0.09,38.1953199
1000137,3.5,3898.2,15592.8,68218.5,0.11,52.10489369
1000138,2.9,11836.9,47347.6,207145.75,0.32,146.2153624
1000139,5.8,31447,125788,550322.5,0.86,260.8520919
1000140,3.5,55327.6,221310.4,968233,1.51,347.6093867
1000141,4.6,72904.6,291618.4,1275830.5,1.99,542.0808631
1000142,7.9,48085.8,192343.2,841501.5,1.31,278.3652452
1000143,5.9,3842.325,15369.3,76846.5,0.14,32.87890303
1000144,7.5,1481.6,5926.4,25928,0.04,23.99558061
1000145,7.5,2533.8,10135.2,44341.5,0.07,50.48041487
1000146,3.6,20918.3,83673.2,366070.25,0.57,188.7837632
1000147,6.3,39464.8,157859.2,690634,1.08,347.0599906
1000148,4.8,23802.2,95208.8,416538.5,0.65,206.4077306
1000149,8.6,135918.7,543674.8,2378577.25,3.72,1098.631858
1000150,6.1,5521.2,22084.8,96621,0.15,77.6379814
1000151,8,16145.5,64582,282546.25,0.44,175.6232106
1000152,7.8,37683.4,150733.6,659459.5,1.03,317.4141407
1000153,7.6,14902.7,59610.8,260797.25,0.41,105.87261
1000154,3.6,8939.9,35759.6,156448.25,0.24,95.90184458
1000155,4.6,8316.3,33265.2,145535.25,0.23,52.97053136
1000156,5.7,10127.6,40510.4,177233,0.28,53.03314499
1000157,4,3859.6,15438.4,67543,0.11,73.43535877
1000158,6.1,58146.7,232586.8,1017567.25,1.59,315.9809752
1000159,6.7,1039.4,4157.6,18189.5,0.03,19.21623656
1000160,5.630142519,8501,34004,148767.5,0.23,100.100281
1000161,7.9,9885.1,39540.4,172989.25,0.27,146.362743
1000162,7.5,24404.9,97619.6,427085.75,0.67,273.3322817
1000163,4.6,17378.1,69512.4,304116.75,0.48,143.3345567
1000164,7.7,47526,190104,831705,1.3,476.3813685
1000165,7.4,580.9,2323.6,10165.75,0.02,10.77813703
1000166,7.9,4748.8,18995.2,83104,0.13,50.72243189
1000167,3.8,16751.7,67006.8,293154.75,0.46,152.3410286
1000168,6.8,77563,310252,1357352.5,2.12,860.5470893
1000169,6.8,1892.8,7571.2,33124,0.05,33.31327555
1000170,5.4,3707.7,14830.8,64884.75,0.1,47.98072827
1000171,6.3,4566.2,18264.8,79908.5,0.12,37.14325816
1000172,5.9,21208.4,84833.6,371147,0.58,131.7253679
1000173,4.7,18436.6,73746.4,322640.5,0.5,117.1604072
1000174,4.8,466.8,1867.2,8169,0.01,9.56622551
1000175,4.8,794.5,3178,13903.75,0.02,12.57250092
1000176,7.4,27707.8,110831.2,484886.5,0.76,368.453392
1000177,5.8,2010.6,8042.4,35185.5,0.05,37.25826746
1000178,5.9,4068.8,16275.2,71204,0.11,49.00945317
1000179,5.5,11606.5,46426,203113.75,0.32,85.05569051
1000180,5.4,9528.3,38113.2,166745.25,0.26,91.78800641
1000181,5.6,4514.3,18057.2,79000.25,0.12,42.98791113
1000182,5.8,79440.1,317760.4,1390201.75,2.17,727.1216447
1000183,5.7,21169.7,84678.8,370469.75,0.58,245.3936543
1000184,3.5,7374.2,29496.8,129048.5,0.2,62.7595347
1000185,5.7,10417.3,41669.2,182302.75,0.28,98.8988282
1000186,5.7,16224.9,64899.6,283935.75,0.45,96.61436026
1000187,3.3,11585.9,46343.6,202753.25,0.32,106.3146259
1000188,4.9,2378.2,9512.8,41618.5,0.07,29.06968394
1000189,3.7,34815.4,139261.6,609269.5,0.95,346.0916131
1000190,5.6,22435.2,89740.8,392616,0.61,212.4605341
1000191,4.7,3111.1,12444.4,54444.25,0.09,29.67681567
1000192,7.2,850.4,3401.6,14882,0.02,14.38409415
1000193,3.7,6103.3,24413.2,106807.75,0.17,31.31405187
1000194,3.7,33181.9,132727.6,580683.25,0.91,446.2972933
1000195,6.5,3261.7,13046.8,57079.75,0.09,48.84852573
1000196,3,770.5,3082,13483.75,0.02,12.70210369
1000197,5.4,28128.2,112512.8,492243.5,0.77,161.7105782
1000198,2.3,17854.2,71416.8,312448.5,0.49,244.5851343
1000199,6,3449.1,13796.4,60359.25,0.09,64.43884265
1000200,5.3,2422.8,9691.2,42399,0.07,36.2952278
1000201,6.3,5081.2,20324.8,88921,0.14,60.12825759
1000202,6.6,36077.8,144311.2,631361.5,0.99,451.827449
1000203,7.6,4771.8,19087.2,83506.5,0.13,79.52984976
1000204,7.6,6202.2,24808.8,108538.5,0.17,80.70596779
1000205,3.9,3841.5,15366,67226.25,0.11,60.61651236
1000206,4.3,274.9,1099.6,4810.75,0.01,7.38864837
1000207,4.3,273.1,1092.4,4779.25,0.01,8.849112739
1000208,7.6,558.7,2234.8,9777.25,0.02,17.16424265
1000209,3.9,770.5,3082,13483.75,0.02,13.66560378
1000210,3.9,2338.6,9354.4,40925.5,0.06,35.63321553
1000211,5.1,11914.6,47658.4,208505.5,0.33,98.95625927
1000212,6.1,32573.8,130295.2,570041.5,0.89,334.8596257
1000213,7.7,21516.8,86067.2,376544,0.59,266.8797358
1000214,5,3534.7,14138.8,61857.25,0.1,49.14821145
1000215,4.7,2531,10124,44292.5,0.07,45.3986793
1000216,5.9,1245.6,4982.4,24912,0.05,12.06052786
1000217,8.1,5565.1,22260.4,97389.25,0.15,66.59208632
1000218,5.9,547.725,2190.9,10954.5,0.02,14.05984087
1000219,5.9,1353.825,5415.3,27076.5,0.05,16.46949564
1000220,5.1,6224.3,24897.2,108925.25,0.17,56.06203773
1000221,4.8,54476.8,217907.2,953344,1.5,825.0801095
1000222,4.8,3328.6,13314.4,58250.5,0.09,43.60027949
1000223,4.8,5677.6,22710.4,99358,0.15,75.32100923
1000224,5.6,9345.5,37382,163546.25,0.26,118.9820999
1000225,4.9,11509.5,46038,201416.25,0.31,175.1176136
1000226,5.6,16482.1,65928.4,288436.75,0.45,175.6287328
1000227,6,10479.8,41919.2,183396.5,0.29,170.1594773
1000228,5.636431225,7816.1,31264.4,136781.75,0.21,87.85378477
1000229,8.3,21657.7,86630.8,379009.75,0.59,224.8736182
1000230,8.3,28911.2,115644.8,505946,0.79,375.0469023
1000231,7.4,837.8,3351.2,14661.5,0.02,12.91286652
1000232,6.1,2573.2,10292.8,45031,0.07,39.24704877
1000233,4.9,13753.7,55014.8,240689.75,0.38,185.7488707
1000234,3.8,12425,49700,217437.5,0.34,194.6871024
1000235,6.5,15692.1,62768.4,274611.75,0.43,131.9863273
1000236,3.6,1261.275,5045.1,25225.5,0.05,41.68507503
1000237,5.9,89652.1,358608.4,1568911.75,2.45,684.0881447
1000238,4.2,75953.1,303812.4,1329179.25,2.08,923.3555103
1000239,5,81377.2,325508.8,1424101,2.22,1020.288921
1000240,5.7,62950.5,251802,1101633.75,1.72,860.829091
1000241,6.6,14246.7,56986.8,249317.25,0.39,107.5402754
1000242,5.8,18228.6,72914.4,319000.5,0.5,216.0360077
1000243,4.9,7674.8,30699.2,134309,0.21,78.62406355
1000244,4.2,5495.4,21981.6,96169.5,0.15,83.7018851
1000245,7.5,13273,53092,232277.5,0.36,125.6504474
1000246,6.5,25984.6,103938.4,454730.5,0.71,153.2376497
1000247,5.8,11697.3,46789.2,204702.75,0.32,107.0255315
1000248,6.2,50075.1,200300.4,876314.25,1.37,729.4785134
1000249,5.7,9356.4,37425.6,163737,0.26,158.0664912
1000250,4.2,22315.5,89262,390521.25,0.61,172.1882238
1000251,6.2,15166.7,60666.8,265417.25,0.41,105.61843
1000252,8.7,4385,17540,76737.5,0.12,45.00003591
1000253,6.1,8058.9,32235.6,141030.75,0.22,42.00331102
1000254,4.1,7458.4,29833.6,130522,0.2,75.94889178
1000255,3.6,6260.4,25041.6,109557,0.17,50.10363231
1000256,4.7,22755.5,91022,398221.25,0.62,190.5639527
1000257,7,576.3,2305.2,10085.25,0.02,274.6248234
1000258,6.5,11906.9,47627.6,208370.75,0.33,88.97321594
1000259,6,25056.3,100225.2,438485.25,0.69,182.1622608
1000260,5.1,20197.2,80788.8,353451,0.55,116.2487051
1000261,6.8,6806.2,27224.8,119108.5,0.19,54.96563897
1000262,7.1,18839.1,75356.4,329684.25,0.52,271.1170267
1000263,6.4,4196.1,16784.4,73431.75,0.11,56.63759305
1000264,5.3,5383.7,21534.8,94214.75,0.15,49.83356573
1000265,7.4,918.4,3673.6,16072,0.03,12.90260005
1000266,6.7,12424.875,49699.5,248497.5,0.45,216.2573435
1000267,6.3,371.6,1486.4,6503,0.01,10.19221579
1000268,6,17368.3,69473.2,303945.25,0.47,156.3220321
1000269,6.1,12252.7,49010.8,214422.25,0.33,96.54078875
1000270,7.4,4825.5,19302,84446.25,0.13,53.03712222
1000271,3.5,28422.9,113691.6,497400.75,0.78,216.3443009
1000272,4.3,1455.5,5822,25471.25,0.04,17.2510932
1000273,7.2,2697.6,10790.4,47208,0.07,34.71244555
1000274,5.631405287,8503.9,34015.6,148818.25,0.23,106.4403513
1000275,5.8,23626.8,94507.2,413469,0.65,254.6071344
1000276,7.2,31105.8,124423.2,544351.5,0.85,405.9886612
1000277,5.9,14222.3,56889.2,248890.25,0.39,107.1308197
1000278,4.8,6996.3,27985.2,122435.25,0.19,64.9719595
1000279,6,7166.7,28666.8,125417.25,0.2,65.36252121
1000280,5.3,5659.1,22636.4,99034.25,0.15,82.85015643
1000281,6.6,17234.9,68939.6,301610.75,0.47,156.0251885
1000282,5.6,2913.6,11654.4,50988,0.08,40.38330121
1000283,4.3,21439.8,85759.2,375196.5,0.59,156.7663868
1000284,7.9,7803.8,31215.2,136566.5,0.21,69.07325628
1000285,6.6,5217.7,20870.8,91309.75,0.14,58.50993352
1000286,5.549716433,5019.4,20077.6,87839.5,0.14,67.37885968
1000287,7,10446.1,41784.4,182806.75,0.29,99.51789645
1000288,7.1,20131.1,80524.4,352294.25,0.55,200.9300109
1000289,7.4,34213.2,136852.8,598731,0.94,248.6804855
1000290,4.6,44341,177364,775967.5,1.21,426.6782737
1000291,7.9,6382,25528,111685,0.17,68.20840519
1000292,5.9,997.425,3989.7,19948.5,0.04,21.98684019
1000293,6.5,881.4,3525.6,15424.5,0.02,10.28517049
1000294,4.3,6715.1,26860.4,117514.25,0.18,81.39367683
1000295,8.3,39820,159280,696850,1.09,328.4791152
1000296,7.5,9290,37160,162575,0.25,59.1941878
1000297,6,38899.5,155598,680741.25,1.06,458.2236999
1000298,5.7,26708.4,106833.6,467397,0.73,400.2816041
1000299,5.2,16129.2,64516.8,282261,0.44,88.90139484
1000300,5.7,15632.1,62528.4,273561.75,0.43,88.85780762
1000301,5.9,5369.3,21477.2,93962.75,0.15,67.97646571
1000302,4.7,4043.3,16173.2,70757.75,0.11,51.13556925
1000303,3.1,4310.9,17243.6,75440.75,0.12,51.40447241
1000304,3.1,8750.1,35000.4,153126.75,0.24,83.97900375
1000305,6.5,13342.9,53371.6,233500.75,0.36,140.5597627
1000306,6.9,10438.5,41754,182673.75,0.29,71.59283279
1000307,6.3,8990.8,35963.2,157339,0.25,59.4168613
1000308,5.9,55195.6,220782.4,965923,1.51,453.7867045
1000309,6.8,56789.2,227156.8,993811,1.55,477.0534043
1000310,6.3,71412.4,285649.6,1249717,1.95,309.3610354
1000311,5,41922.2,167688.8,733638.5,1.15,465.0440441
1000312,3.3,11125.3,44501.2,194692.75,0.3,190.6111756
1000313,8.6,14823.8,59295.2,259416.5,0.41,144.2261318
1000314,5.603126414,7332.7,29330.8,128322.25,0.2,115.7973105
1000315,7.5,14909,59636,260907.5,0.41,220.071254
1000316,6.4,111187.4,444749.6,1945779.5,3.04,725.8356481
1000317,4.2,6030.8,24123.2,105539,0.16,43.42777374
1000318,4.2,9346,37384,163555,0.26,85.93394436
1000319,4,8032.7,32130.8,140572.25,0.22,103.480581
1000320,5.7,12072.5,48290,211268.75,0.33,86.54535445
1000321,2.3,8705.2,34820.8,152341,0.24,99.66143212
1000322,6.7,5285.2,21140.8,92491,0.14,71.54035593
1000323,5.8,5207.1,20828.4,91124.25,0.14,87.45607924
1000324,6.2,9219,36876,161332.5,0.25,116.9161847
1000325,9.1,158896.6,635586.4,2780690.5,4.34,2090.148456
1000326,2.3,23407.1,93628.4,409624.25,0.64,312.4470123
1000327,7.4,6519,26076,114082.5,0.18,84.43741544
1000328,7.7,18402.5,73610,322043.75,0.5,131.2723649
1000329,3.4,12797.3,51189.2,223952.75,0.35,117.3078696
1000330,2,11544.1,46176.4,202021.75,0.32,110.2366813
1000331,6,64721.2,258884.8,1132621,1.77,410.6142949
1000332,4.5,2020,8080,35350,0.06,37.18300841
1000333,3.6,1927.2,7708.8,33726,0.05,47.22012903
1000334,7.4,74442.8,297771.2,1302749,2.04,562.8399334
1000335,7.2,5753,23012,100677.5,0.16,85.82825733
1000336,7.4,6782.1,27128.4,118686.75,0.19,78.08818961
1000337,6.3,6809,27236,119157.5,0.19,78.05812833
1000338,4.4,9352.3,37409.2,163665.25,0.26,99.86965761
1000339,4,5730,22920,100275,0.16,94.68739691
1000340,4.6,12959.1,51836.4,226784.25,0.35,190.4911781
1000341,7,7345.6,29382.4,128548,0.2,76.31939458
1000342,5.2,6684.6,26738.4,116980.5,0.18,50.84585954
1000343,5.1,44851.7,179406.8,784904.75,1.23,535.7992427
1000344,7.8,23466.8,93867.2,410669,0.64,242.3490022
1000345,2.9,6024.6,24098.4,105430.5,0.16,66.56909184
1000346,5.5,12457.8,49831.2,218011.5,0.34,86.24479176
1000347,5.5,9121.2,36484.8,159621,0.25,53.04181262
1000348,5.5,61842.6,247370.4,1082245.5,1.69,409.4090796
1000349,7.4,32938.8,131755.2,576429,0.9,345.9484212
1000350,6.8,99448.6,397794.4,1740350.5,2.72,737.6270288
1000351,4.3,14285.4,57141.6,249994.5,0.39,193.9416347
1000352,3.9,81924.9,327699.6,1433685.75,2.24,603.3243962
1000353,4.8,7089.1,28356.4,124059.25,0.19,121.4883185
1000354,4.6,9463.2,37852.8,165606,0.26,100.4368021
1000355,9.1,104415.6,417662.4,1827273,2.86,1326.125784
1000356,7.9,585.5,2342,10246.25,0.02,10.72116873
1000357,5.6,22280.3,89121.2,389905.25,0.61,195.2217149
1000358,6.7,3851.4,15405.6,67399.5,0.11,62.9829373
1000359,5.4,2992.8,11971.2,52374,0.08,22.05049562
1000360,6.9,76300.1,305200.4,1335251.75,2.09,894.0176476
1000361,7.6,73428.1,293712.4,1284991.75,2.01,518.9225627
1000362,7.7,15782,63128,276185,0.43,204.3078463
1000363,3.5,9243.8,36975.2,161766.5,0.25,85.20070935
1000364,6,9770.6,39082.4,170985.5,0.27,85.22845469
1000365,5.4,17530.7,70122.8,306787.25,0.48,143.0876595
1000366,5.7,12131.3,48525.2,212297.75,0.33,107.1207559
1000367,6.3,7847.8,31391.2,137336.5,0.21,119.476577
1000368,5.6,5886,23544,103005,0.16,60.09470882
1000369,4.6,40078.5,160314,701373.75,1.1,416.8615548
1000370,7.4,6586.2,26344.8,115258.5,0.18,57.37948644
1000371,7.2,6103.8,24415.2,106816.5,0.17,57.37415668
1000372,4.1,10736.7,42946.8,187892.25,0.29,101.9207296
1000373,5,53738.8,214955.2,940429,1.47,489.9145622
1000374,5,4719.3,18877.2,82587.75,0.13,62.93005667
1000375,5.2,12159.6,48638.4,212793,0.33,126.7208098
1000376,6.4,35518.2,142072.8,621568.5,0.97,452.3370943
1000377,7.3,59817.9,239271.6,1046813.25,1.64,613.1562052
1000378,8.5,73769,295076,1290957.5,2.02,566.3575425
1000379,6.8,96150.3,384601.2,1682630.25,2.63,729.2046707
1000380,5.9,53072.4,212289.6,928767,1.45,614.329596
1000381,2.3,24468.9,97875.6,428205.75,0.67,249.0802576
1000382,7.4,543.7,2174.8,9514.75,0.01,10.42026743
1000383,7.9,3735.8,14943.2,65376.5,0.1,35.46619401
1000384,6.2,571.1,2284.4,9994.25,0.02,15.15031422
1000385,6.2,70612.3,282449.2,1235715.25,1.93,461.873404
1000386,5.5,34682.1,138728.4,606936.75,0.95,453.0043864
1000387,7.4,13214.2,52856.8,231248.5,0.36,159.6145644
1000388,6.1,48637.8,194551.2,851161.5,1.33,443.3043075
1000389,5.626268518,15211.7,60846.8,266204.75,0.42,209.3353534
1000390,6.7,1129.6,4518.4,19768,0.03,127.0129005
1000391,7,18367.5,73470,321431.25,0.5,278.143785
1000392,7.3,29003.4,116013.6,507559.5,0.79,238.2910764
1000393,4.4,9136.3,36545.2,159885.25,0.25,92.58279984
1000394,5.5,72549,290196,1269607.5,1.98,629.0781328
1000395,4.6,39350.7,157402.8,688637.25,1.08,350.4633512
1000396,3.6,65319.8,261279.2,1143096.5,1.79,419.7085968
1000397,8,23159.8,92639.2,405296.5,0.63,204.2472653
1000398,4.1,58979.3,235917.2,1032137.75,1.61,347.2187782
1000399,5.4,18538.7,74154.8,324427.25,0.51,204.9714251
1000400,6.8,8989.3,35957.2,157312.75,0.25,123.1791613
1000401,5.1,24772.9,99091.6,433525.75,0.68,168.9925668
1000402,4.9,28847.3,115389.2,504827.75,0.79,386.8946214
1000403,7.4,8180.7,32722.8,143162.25,0.22,72.57003654
1000404,5.6,110438.1,441752.4,1932666.75,3.02,806.9090511
1000405,5.3,1100.1,4400.4,19251.75,0.03,23.0107912
1000406,8.9,1309.4,5237.6,22914.5,0.04,27.5486571
1000407,8.1,13097.4,52389.6,229204.5,0.36,168.3884376
1000408,5.1,5386.6,21546.4,94265.5,0.15,46.16419927
1000409,3.5,9764.9,39059.6,170885.75,0.27,97.85558192
1000410,3.5,16288,65152,285040,0.45,139.347548
1000411,5,12799.9,51199.6,223998.25,0.35,139.5183645
1000412,6,5172.3,20689.2,90515.25,0.14,51.61399027
1000413,7.1,6544.3,26177.2,114525.25,0.18,67.98434982
1000414,6.6,6216.3,24865.2,108785.25,0.17,70.40385708
1000415,5.8,3029.6,12118.4,53018,0.08,44.5087187
1000416,5,2421.7,9686.8,42379.75,0.07,38.89307746
1000417,6,20916.8,83667.2,366044,0.57,153.0332032
1000418,6.4,929,3716,16257.5,0.03,19.4873767
1000419,5.2,816.4,3265.6,14287,0.02,12.81980094
1000420,4.8,1271.1,5084.4,22244.25,0.03,18.68920001
1000421,9.4,9396.8,37587.2,164444,0.26,87.91991674
1000422,5.2,9663.8,38655.2,169116.5,0.27,69.63363366
1000423,2,13948.1,55792.4,244091.75,0.38,106.8511537
1000424,8.2,3776.4,15105.6,66087,0.1,40.81929494
1000425,7.1,12800.9,51203.6,224015.75,0.35,124.1445058
1000426,5.4,104235.2,416940.8,1824116,2.85,675.5455627
1000427,3.5,2158.1,8632.4,37766.75,0.06,26.0628239
1000428,6.8,6111.8,24447.2,106956.5,0.17,62.44597118
1000429,5.6,3537,14148,61897.5,0.1,37.37658167
1000430,4.9,79467,317868,1390672.5,2.17,490.6793087
1000431,5.7,96254.1,385016.4,1684446.75,2.63,502.4882255
1000432,7.4,2133.3,8533.2,42666,0.08,36.10677445
1000433,8.8,17480.8,69923.2,305914,0.48,206.0130195
1000434,7.4,12578.3,50313.2,220120.25,0.34,177.8359818
1000435,5.2,3039.8,12159.2,53196.5,0.08,44.21160293
1000436,3.5,9431.6,37726.4,165053,0.26,71.9013458
1000437,6.6,93791.8,375167.2,1641356.5,2.56,667.0899608
1000438,4.3,48783.1,195132.4,853704.25,1.33,317.1026679
