asset_id,current_los,method_1_cost,method_2_cost,method_3_cost,weight,SHAPE_Leng
1003224,4.5,4207,16828,73622.5,0.12,75.55142939
1003225,2.4,2214.6,8858.4,55365,0.12,36.17072619
1003226,6.1,22600.3,90401.2,395505.25,0.62,249.3453652
1003227,5.3,6428.8,25715.2,112504,0.18,64.58114956
1003228,4.2,16620.7,66482.8,290862.25,0.45,181.1908106
1003229,2.3,19562,78248,342335,0.53,198.3367826
1003230,5.5,4816.5,19266,84288.75,0.13,48.85130469
1003231,3.8,11890.4,47561.6,208082,0.33,164.8037656
1003232,4.5,33209.6,132838.4,581168,0.91,215.610134
1003233,4.3,15665.9,62663.6,274153.25,0.43,159.334139
1003234,6.6,17647.4,70589.6,308829.5,0.48,243.2894783
1003235,4.7,38376.7,153506.8,671592.25,1.05,217.1814427
1003236,5.9,7735.1,30940.4,135364.25,0.21,103.7040595
1003237,6,27772.8,111091.2,486024,0.76,297.8683589
1003238,6.2,2707.3,10829.2,47377.75,0.07,41.17546927
1003239,6.2,10642.1,42568.4,186236.75,0.29,188.6057676
1003240,3.4,18651.3,74605.2,326397.75,0.51,209.9051284
1003241,1.4,4131,16524,72292.5,0.11,61.27500249
1003242,1.4,23944.3,95777.2,419025.25,0.65,277.5898376
1003243,5.9,16759.7,67038.8,293294.75,0.46,267.209977
1003244,4.1,9483.3,37933.2,165957.75,0.26,90.9716553
1003245,8.2,6247.4,24989.6,109329.5,0.17,42.06795733
1003246,7.6,7540.6,30162.4,131960.5,0.21,84.45886893
1003247,6.4,4997.4,19989.6,87454.5,0.14,66.51347295
1003248,3.7,1682.9,6731.6,29450.75,0.05,16.29891446
1003249,3.7,3049.4,12197.6,53364.5,0.08,43.15385176
1003250,3.7,6190.9,24763.6,108340.75,0.17,73.92891447
1003251,3.7,11350.7,45402.8,198637.25,0.31,88.02625427
1003252,3.7,3740.6,14962.4,65460.5,0.1,48.2704795
1003253,3.7,2805.2,11220.8,49091,0.08,38.23927596
1003254,4.6,25856.475,103425.9,517129.5,0.94,417.0386847
1003255,4.7,7991.4,31965.6,139849.5,0.22,118.2673001
1003256,4.8,12723.3,50893.2,222657.75,0.35,136.5306795
1003257,3.7,9039.8,36159.2,158196.5,0.25,116.8534589
1003258,3.7,4622.2,18488.8,80888.5,0.13,72.71657946
1003259,3.7,3106.7,12426.8,54367.25,0.08,51.03007158
1003260,3.7,8962,35848,156835,0.25,77.20455028
1003261,3.7,17414.6,69658.4,304755.5,0.48,123.8502782
1003262,3.7,5044.6,20178.4,88280.5,0.14,71.91060526
1003263,4.8,6896.4,27585.6,120687,0.19,82.40174005
1003264,6,7647.5,30590,133831.25,0.21,111.3979662
1003265,5.4,3433.5,13734,60086.25,0.09,31.05228988
1003266,5.4,6985.7,27942.8,122249.75,0.19,63.91122554
1003267,3.5,6561.1,26244.4,114819.25,0.18,96.72489252
1003268,3.6,4112.7,16450.8,71972.25,0.11,46.67661067
1003269,3.8,7716.2,30864.8,135033.5,0.21,104.5872613
1003270,5.9,4960.5,19842,86808.75,0.14,68.74478798
1003271,5.8,5673.6,22694.4,99288,0.16,59.1855033
1003272,4.7,8081.8,32327.2,141431.5,0.22,78.15893703
1003273,4.7,2903.3,11613.2,50807.75,0.08,44.93351449
1003274,5.8,3168.6,12674.4,55450.5,0.09,34.88755021
1003275,4.9,6722.1,26888.4,117636.75,0.18,52.63579189
1003276,5.7,3135.2,12540.8,54866,0.09,40.39484439
1003277,8.7,10303,41212,180302.5,0.28,66.31688301
1003278,8.7,24232.1,96928.4,424061.75,0.66,140.7384419
1003279,8.7,12429.8,49719.2,217521.5,0.34,153.3211794
1003280,3.9,6604.6,26418.4,115580.5,0.18,45.16234135
1003281,3.6,728.8,2915.2,12754,0.02,9.880876137
1003282,4.4,6005.8,24023.2,105101.5,0.16,83.82627988
1003283,4.4,50267.9,201071.6,879688.25,1.37,621.2760492
1003284,4.2,1981.6,7926.4,34678,0.05,31.53198445
1003285,4.2,19842.3,79369.2,347240.25,0.54,217.307922
1003286,2.3,3828.9,15315.6,67005.75,0.1,54.65782785
1003287,3.1,13118.7,52474.8,229577.25,0.36,100.9631656
1003288,6.2,74315.5,297262,1300521.25,2.03,512.2202592
1003289,4.7,25006.9,100027.6,437620.75,0.68,170.4710578
1003290,4.9,5202.7,20810.8,91047.25,0.14,53.52388647
1003291,4.7,22569.4,90277.6,394964.5,0.62,144.6384386
1003292,5.3,24367.3,97469.2,426427.75,0.67,158.9929182
1003293,4.9,6373.5,25494,111536.25,0.17,53.13524722
1003294,4.9,5386.7,21546.8,94267.25,0.15,52.85121209
1003295,6.1,3368.1,13472.4,58941.75,0.09,64.55744825
1003296,7.7,2261,9044,39567.5,0.06,28.36200794
1003297,7.7,21641.4,86565.6,378724.5,0.59,250.4530764
1003298,7.7,4813.7,19254.8,84239.75,0.13,60.55003382
1003299,7.7,9632.4,38529.6,168567,0.26,137.61085
1003300,4,13568.1,54272.4,237441.75,0.37,123.5803922
1003301,3.9,22971.1,91884.4,401994.25,0.63,172.2466311
1003302,3.1,20021.2,80084.8,350371,0.55,187.4732989
1003303,3.6,35827.6,143310.4,626983,0.98,424.3974707
1003304,7.8,5625.4,22501.6,98444.5,0.15,69.49078997
1003305,5.565286746,1532.6,6130.4,26820.5,0.04,24.46242204
1003306,5.2,1880.7,7522.8,32912.25,0.05,23.49354577
1003307,5,32417.1,129668.4,567299.25,0.89,188.0055517
1003308,1.6,13060,52240,228550,0.36,313.0457714
1003309,8.7,11318.1,45272.4,198066.75,0.31,82.09832646
1003310,8.3,33109.8,132439.2,579421.5,0.91,381.3508737
1003311,5.5,22915.7,91662.8,401024.75,0.63,303.5981354
1003312,5.5,22477,89908,393347.5,0.61,260.6891383
1003313,5.7,23753.4,95013.6,415684.5,0.65,267.2870813
1003314,7.1,1924.1,7696.4,33671.75,0.05,30.89156993
1003315,3.5,5155.425,20621.7,103108.5,0.19,55.52379505
1003316,3.5,5562.525,22250.1,111250.5,0.2,61.95875502
1003317,3.5,8845.125,35380.5,176902.5,0.32,95.93289575
1003318,3.5,6805.95,27223.8,136119,0.25,73.29518008
1003319,3.5,2326.05,9304.2,46521,0.08,27.60850485
1003320,4.4,5183.8,20735.2,90716.5,0.14,60.84349718
1003321,5.7,23388.9,93555.6,409305.75,0.64,312.9265254
1003322,3.7,5974.3,23897.2,104550.25,0.16,47.3222364
1003323,3.7,27934.8,111739.2,488859,0.76,348.4418017
1003324,3.5,28294.9,113179.6,495160.75,0.77,330.0409342
1003325,3.8,2738.9,10955.6,47930.75,0.07,45.54717953
1003326,6.9,48916,195664,856030,1.34,649.0814959
1003327,8.2,58388.6,233554.4,1021800.5,1.6,680.9246866
1003328,7.8,8656.5,34626,151488.75,0.24,129.29369
1003329,7.9,18683.9,74735.6,326968.25,0.51,159.5890509
1003330,7.5,18266.6,73066.4,319665.5,0.5,159.4286674
1003331,5.9,9646,38584,168805,0.26,141.7010536
1003332,8,11416,45664,199780,0.31,169.2291996
1003333,7.6,10011.6,40046.4,175203,0.27,77.14226772
1003334,6,5346.1,21384.4,93556.75,0.15,51.95884423
1003335,6.5,10686.2,42744.8,187008.5,0.29,153.09121
1003336,6.9,9667.6,38670.4,169183,0.26,78.66992307
1003337,6.9,4914.8,19659.2,86009,0.13,58.63890513
1003338,3.8,24446.5,97786,427813.75,0.67,165.0501967
1003339,3.8,15923.1,63692.4,278654.25,0.44,113.413274
1003340,3.8,19703.5,78814,344811.25,0.54,135.7875185
1003341,3.8,16553.4,66213.6,289684.5,0.45,112.1993452
1003342,3.8,20442.4,81769.6,357742,0.56,142.5471735
1003343,3.8,10343.8,41375.2,181016.5,0.28,68.31238268
1003344,8.1,2400.4,9601.6,42007,0.07,36.30783076
1003345,5.5,3117.6,12470.4,54558,0.09,45.56453015
1003346,3.6,2060.7,8242.8,36062.25,0.06,38.9671388
1003347,4.1,43315.4,173261.6,758019.5,1.18,412.3076073
1003348,6.8,20144.6,80578.4,352530.5,0.55,266.8913051
1003349,1.9,24997,99988,437447.5,0.68,261.6894772
1003350,6.6,10446.525,41786.1,208930.5,0.38,204.7428952
1003351,3.2,14290.5,57162,250083.75,0.39,158.2670916
1003352,3.1,7866.4,31465.6,137662,0.22,98.35615459
1003353,4,7361,29444,128817.5,0.2,101.356248
1003354,4,927.9,3711.6,16238.25,0.03,18.57568121
1003355,4.8,479.4,1917.6,8389.5,0.01,9.942634731
1003356,4.8,840.3,3361.2,14705.25,0.02,16.46056317
1003357,5.5,18771.5,75086,328501.25,0.52,197.4762503
1003358,2.5,5687.7,22750.8,99534.75,0.16,73.41757713
1003359,2.6,16635,66540,291112.5,0.45,163.8966064
1003360,4.9,13122.1,52488.4,229636.75,0.36,126.5733853
1003361,5.3,1042.6,4170.4,18245.5,0.03,14.22535694
1003362,2.8,2348.1,9392.4,41091.75,0.06,30.79746218
1003363,3.5,4519.35,18077.4,90387,0.16,49.41356158
1003364,3.5,8240.5,32962,144208.75,0.23,75.67846404
1003365,3.5,822.8,3291.2,14399,0.02,12.90268643
1003366,3.5,796.8,3187.2,15936,0.03,14.66436643
1003367,2.4,571.8,2287.2,11436,0.02,10.77432438
1003368,2.4,802,3208,14035,0.02,12.72997948
1003369,2.4,10514,42056,183995,0.29,126.0047854
1003370,6,39039.7,156158.8,683194.75,1.07,392.5015567
1003371,6.7,3553.2,14212.8,62181,0.1,48.27138528
1003372,4.7,3684.2,14736.8,64473.5,0.1,46.84405454
1003373,6.7,726.7,2906.8,12717.25,0.02,15.61849481
1003374,3.1,3896.8,15587.2,68194,0.11,56.76368969
1003375,5.1,4820.4,19281.6,84357,0.13,67.438959
1003376,5.1,272.7,1090.8,4772.25,0.01,7.579246152
1003377,5.1,785,3140,13737.5,0.02,12.90604052
1003378,3.1,1563.7,6254.8,27364.75,0.04,21.03594379
1003379,5.7,36443.7,145774.8,637764.75,1,332.7774381
1003380,5.6,10066.6,40266.4,176165.5,0.28,102.0727019
1003381,5.6,650.3,2601.2,11380.25,0.02,12.96269509
1003382,5.6,9200,36800,161000,0.25,113.3548813
1003383,3.7,7288.4,29153.6,127547,0.2,123.0075461
1003384,3.2,8801.9,35207.6,154033.25,0.24,141.431695
1003385,5.1,12221.1,48884.4,213869.25,0.33,85.32602443
1003386,5,2871.2,11484.8,50246,0.08,58.21600385
1003387,5,3193.6,12774.4,55888,0.09,40.30559203
1003388,5.5,9101.175,36404.7,182023.5,0.33,149.7595264
1003389,8.6,9918.1,39672.4,173566.75,0.27,65.98615343
1003390,8.6,21257.1,85028.4,371999.25,0.58,142.9211337
1003391,3.2,3593.1,14372.4,62879.25,0.1,28.72750559
1003392,3.2,4792.6,19170.4,83870.5,0.13,36.12744229
1003393,6.2,3756.3,15025.2,65735.25,0.1,48.87015741
1003394,3.6,473.1,1892.4,8279.25,0.01,9.854673691
1003395,7.5,10790.2,43160.8,188828.5,0.3,131.3650605
1003396,7.5,8584.8,34339.2,150234,0.23,89.27225086
1003397,7.5,14249.4,56997.6,249364.5,0.39,99.23115144
1003398,3.8,16326.9,65307.6,285720.75,0.45,185.9970789
1003399,3.8,962,3848,16835,0.03,13.41971404
1003400,4.4,2659.1,10636.4,46534.25,0.07,41.1751515
1003401,4.4,899.2,3596.8,15736,0.02,13.38159571
1003402,3,3265.2,13060.8,57141,0.09,50.35175006
1003403,4.4,18158.9,72635.6,317780.75,0.5,193.1022099
1003404,3.8,19764.9,79059.6,345885.75,0.54,219.1956072
1003405,4.7,4280.3,17121.2,74905.25,0.12,69.0442479
1003406,4.4,4373.6,17494.4,76538,0.12,63.27571381
1003407,3.6,2403.2,9612.8,42056,0.07,41.83877636
1003408,3,5434.2,21736.8,95098.5,0.15,59.71122063
1003409,3,5666.3,22665.2,99160.25,0.15,60.02814241
1003410,4.6,1318.8,5275.2,26376,0.05,29.81628683
1003411,4.5,2209.35,8837.4,44187,0.08,41.13478713
1003412,4.5,1591.275,6365.1,31825.5,0.06,29.45049713
1003413,5,2843.175,11372.7,56863.5,0.1,48.58613052
1003414,3.8,14278.1,57112.4,249866.75,0.39,131.9531474
1003415,3.8,863.8,3455.2,15116.5,0.02,11.0200568
1003416,4.7,15214,60856,266245,0.42,135.0086439
1003417,4.7,831.4,3325.6,14549.5,0.02,12.90210364
1003418,5.4,7222.9,28891.6,126400.75,0.2,60.87011557
1003419,3.8,366.1,1464.4,6406.75,0.01,6.796890468
1003420,6,27597.4,110389.6,482954.5,0.75,137.6417836
1003421,4.8,2539.8,10159.2,44446.5,0.07,38.26022364
1003422,6.2,6831.5,27326,119551.25,0.19,108.2920864
1003423,6,19983.8,79935.2,349716.5,0.55,151.7254572
1003424,5.5,9046,36184,158305,0.25,54.67777319
1003425,4.8,36025.9,144103.6,630453.25,0.98,291.1244952
1003426,5.7,13670.2,54680.8,239228.5,0.37,154.8906583
1003427,5.7,17866.6,71466.4,312665.5,0.49,178.3737072
1003428,6.4,17168.2,68672.8,300443.5,0.47,174.2531543
1003429,6.3,18557.3,74229.2,324752.75,0.51,198.3449678
1003430,5.3,15103.7,60414.8,264314.75,0.41,164.1766772
1003431,5.3,14136.6,56546.4,247390.5,0.39,117.2397152
1003432,5.6,9900.2,39600.8,173253.5,0.27,69.02983151
1003433,8.5,47927.9,191711.6,838738.25,1.31,448.4945398
1003434,8.5,35519.7,142078.8,621594.75,0.97,359.6625242
1003435,8.5,470.3,1881.2,8230.25,0.01,6.651367693
1003436,8.5,1480.7,5922.8,25912.25,0.04,15.96176837
1003437,8.5,11418.5,45674,199823.75,0.31,95.2048466
1003438,6.3,7064.2,28256.8,123623.5,0.19,83.04793654
1003439,4.3,9539.3,38157.2,166937.75,0.26,121.6428027
1003440,4.9,62451.8,249807.2,1092906.5,1.71,823.8770943
1003441,4.9,2434.2,9736.8,42598.5,0.07,32.94654728
1003442,7.5,556.9,2227.6,9745.75,0.02,10.49917929
1003443,4.9,10175.4,40701.6,178069.5,0.28,138.0264456
1003444,5.5,13611.1,54444.4,238194.25,0.37,133.7216244
1003445,5.3,66029.6,264118.4,1155518,1.81,534.8279179
1003446,7.9,8109.7,32438.8,141919.75,0.22,47.1617914
1003447,7.9,5192.1,20768.4,90861.75,0.14,30.69151358
1003448,7.9,13767.5,55070,240931.25,0.38,82.07676846
1003449,7.9,2634.2,10536.8,46098.5,0.07,20.75745572
1003450,5.4,16256.5,65026,284488.75,0.44,110.0124009
1003451,5.4,13229,52916,231507.5,0.36,73.78627286
1003452,5.9,54748.8,218995.2,958104,1.49,323.4912919
1003453,4.3,5198,20792,90965,0.14,50.46426921
1003454,8.3,11937.3,47749.2,208902.75,0.33,118.2736994
1003455,6.6,56318,225272,985565,1.54,488.1818443
1003456,5,4273,17092,74777.5,0.12,63.91353729
1003457,8.4,8825,35300,154437.5,0.24,98.76094987
1003458,8.3,3522.9,14091.6,61650.75,0.1,58.86518793
1003459,5.8,1076.7,4306.8,18842.25,0.03,18.98329542
1003460,6.8,14373.8,57495.2,251541.5,0.39,198.2534763
1003461,4.9,11559.2,46236.8,202286,0.32,158.8246414
1003462,5.8,6107.9,24431.6,106888.25,0.17,81.17071729
1003463,6.3,8971.4,35885.6,156999.5,0.25,103.1408173
1003464,8.2,7445.7,29782.8,130299.75,0.2,67.78488146
1003465,8.1,7598.6,30394.4,132975.5,0.21,70.31228183
1003466,3.4,10750,43000,188125,0.29,80.95890002
1003467,3.2,7340.3,29361.2,128455.25,0.2,55.25490617
1003468,3.2,17001.8,68007.2,297531.5,0.46,104.0264554
1003469,6,43891.8,175567.2,768106.5,1.2,224.1645876
1003470,7.3,19927.1,79708.4,348724.25,0.54,150.5223335
1003471,4.7,3045.5,12182,53296.25,0.08,56.42289184
1003472,7,18028.7,72114.8,315502.25,0.49,175.1968551
1003473,5,27382.9,109531.6,479200.75,0.75,155.4075047
1003474,3.8,7316.6,29266.4,128040.5,0.2,96.66587587
1003475,8.2,14650.9,58603.6,256390.75,0.4,139.4210655
1003476,5.9,15945.1,63780.4,279039.25,0.44,213.2493168
1003477,5.3,7584.4,30337.6,132727,0.21,115.7272159
1003478,7.5,9430.6,37722.4,165035.5,0.26,94.85783031
1003479,7.5,12218.1,48872.4,213816.75,0.33,178.7527359
1003480,7.6,14419.3,57677.2,252337.75,0.4,179.6099314
1003481,4.1,21598.2,86392.8,377968.5,0.59,202.6061337
1003482,4.9,15751.7,63006.8,275654.75,0.43,153.5018854
1003483,5.6,10315.4,41261.6,180519.5,0.28,143.8977534
1003484,5.3,5895.9,23583.6,103178.25,0.16,78.83226828
1003485,6.2,7629.8,30519.2,133521.5,0.21,50.94393039
1003486,6.2,8132,32528,142310,0.22,52.73088517
1003487,6.2,7885.9,31543.6,138003.25,0.22,52.77643826
1003488,4.2,7675.8,30703.2,134326.5,0.21,101.8615683
1003489,7.2,4609,18436,80657.5,0.13,66.57975099
1003490,7.2,4849.6,19398.4,84868,0.13,54.21364152
1003491,5.4,1963.4,7853.6,34359.5,0.05,27.58824124
1003492,4.7,11857.3,47429.2,207502.75,0.32,56.40338412
1003493,5.8,32556.9,130227.6,569745.75,0.89,274.3521923
1003494,7.9,3745.6,14982.4,65548,0.1,57.96787908
1003495,5.2,8963.8,35855.2,156866.5,0.25,94.17715453
1003496,6.3,20785.4,83141.6,363744.5,0.57,289.4840298
1003497,2.6,12797.7,51190.8,223959.75,0.35,85.52319973
1003498,6.2,2099.2,8396.8,36736,0.06,29.05533216
1003499,8.7,2791.8,11167.2,48856.5,0.08,25.97422324
1003500,5.4,1495.9,5983.6,26178.25,0.04,21.03847397
1003501,5.3,8769.5,35078,153466.25,0.24,68.4428356
1003502,5.7,785.7,3142.8,13749.75,0.02,6.134583322
1003503,5.7,30802.6,123210.4,539045.5,0.84,232.7744215
1003504,5.2,4354.5,17418,76203.75,0.12,40.14736056
1003505,6.5,3664.3,14657.2,64125.25,0.1,19.58893586
1003506,6.5,18424.7,73698.8,322432.25,0.5,119.8411624
1003507,6.5,29122.1,116488.4,509636.75,0.8,243.8446826
1003508,7.7,34390.5,137562,601833.75,0.94,279.845034
1003509,6.1,15919.8,63679.2,278596.5,0.44,118.7028996
1003510,6.1,6741.3,26965.2,117972.75,0.18,41.12341663
1003511,6.7,10067.8,40271.2,176186.5,0.28,97.53478681
1003512,6.2,1957.6,7830.4,34258,0.05,20.29823264
1003513,7.6,16200.4,64801.6,283507,0.44,153.3468983
1003514,7.9,11232.2,44928.8,196563.5,0.31,98.12392552
1003515,7,15955.9,63823.6,279228.25,0.44,197.1342674
1003516,4.4,7359.5,29438,128791.25,0.2,71.23235448
1003517,5.2,15674.7,62698.8,274307.25,0.43,160.6788345
1003518,5.2,2835.9,11343.6,49628.25,0.08,31.08385892
1003519,7.8,1852.4,7409.6,32417,0.05,28.27811295
1003520,4.6,906.8,3627.2,15869,0.02,13.39357423
1003521,5,1499.8,5999.2,26246.5,0.04,18.00351355
1003522,5,2689.4,10757.6,47064.5,0.07,30.07415329
1003523,3.7,1577.9,6311.6,27613.25,0.04,18.0051789
1003524,3.7,2684.7,10738.8,46982.25,0.07,39.84630778
1003525,6,20313.8,81255.2,355491.5,0.56,220.7013075
1003526,5.4,3370.9,13483.6,58990.75,0.09,58.837063
1003527,5.4,5481,21924,95917.5,0.15,61.91526643
1003528,5.1,7142.2,28568.8,124988.5,0.2,83.77822162
1003529,6.8,687.2,2748.8,12026,0.02,8.147577626
1003530,7.8,33371.8,133487.2,584006.5,0.91,231.3421195
1003531,3.9,3940.8,15763.2,68964,0.11,56.82452492
1003532,3.7,4444.8,17779.2,77784,0.12,50.35282628
1003533,3.1,19092.1,76368.4,334111.75,0.52,209.5816113
1003534,3.1,666.2,2664.8,11658.5,0.02,10.46031981
1003535,4.5,2684.2,10736.8,46973.5,0.07,41.55548709
1003536,4.1,23507.6,94030.4,411383,0.64,267.8758085
1003537,4.1,2417.2,9668.8,42301,0.07,28.05789522
1003538,3.7,28057.1,112228.4,490999.25,0.77,172.5174987
1003539,3.7,14535.1,58140.4,254364.25,0.4,75.56760815
1003540,7,11007.8,44031.2,192636.5,0.3,118.9117328
1003541,8.7,1126.3,4505.2,19710.25,0.03,13.24587858
1003542,8.7,2527.3,10109.2,44227.75,0.07,17.03860782
1003543,3.8,6117.4,24469.6,107054.5,0.17,62.08744641
1003544,6.6,1129.125,4516.5,22582.5,0.04,18.79784762
1003545,6.6,2697.075,10788.3,53941.5,0.1,57.17949532
1003546,4.2,5253.5,21014,91936.25,0.14,69.99766495
1003547,4.2,28405.3,113621.2,497092.75,0.78,329.8731173
1003548,4.4,22851,91404,399892.5,0.62,219.9951274
1003549,3.7,2181.9,8727.6,38183.25,0.06,35.33846461
1003550,4.6,1689.5,6758,29566.25,0.05,30.75526808
1003551,4.3,4223.6,16894.4,73913,0.12,65.40527656
1003552,6.6,40850.2,163400.8,714878.5,1.12,436.7663611
1003553,6.9,4874.2,19496.8,85298.5,0.13,46.18706754
1003554,6.3,4124.1,16496.4,72171.75,0.11,37.36150894
1003555,4.2,2771.9,11087.6,48508.25,0.08,31.22421483
1003556,6.2,3108.5,12434,54398.75,0.08,34.06640696
1003557,5.4,2775.2,11100.8,48566,0.08,41.02894395
1003558,4.1,35557.1,142228.4,622249.25,0.97,233.2252012
1003559,4.2,26117.3,104469.2,457052.75,0.71,348.3372694
1003560,6.8,8261.7,33046.8,144579.75,0.23,124.0438034
1003561,5.4,4825.6,19302.4,84448,0.13,60.94505742
1003562,5.9,8131.6,32526.4,142303,0.22,101.7068067
1003563,5.6,8192.8,32771.2,143374,0.22,106.8882404
1003564,5.1,31295,125180,547662.5,0.86,209.5882656
1003565,6.7,24408.2,97632.8,427143.5,0.67,207.1232399
1003566,2.9,31350.2,125400.8,548628.5,0.86,423.1045271
1003567,3.8,15727,62908,275222.5,0.43,166.304332
1003568,7,11806.1,47224.4,206606.75,0.32,78.27996326
1003569,6.5,4106.3,16425.2,71860.25,0.11,33.45225647
1003570,6.7,192.15,768.6,3843,0.01,6.90660049
1003571,6.7,1854.2,7416.8,32448.5,0.05,20.32658691
1003572,5.9,5109.5,20438,89416.25,0.14,62.03232038
1003573,6.9,8912.7,35650.8,155972.25,0.24,70.59426934
1003574,6.7,7531.1,30124.4,131794.25,0.21,135.3242524
1003575,5.4,23938.8,95755.2,418929,0.65,333.2531776
1003576,5.3,64328.6,257314.4,1125750.5,1.75,407.4601509
1003577,3.9,35421.8,141687.2,619881.5,0.97,174.4714923
1003578,5.1,3571.2,14284.8,62496,0.1,44.7561976
1003579,5.1,12047.4,48189.6,210829.5,0.33,161.2961619
1003580,5.3,1311.4,5245.6,22949.5,0.04,8.991373818
1003581,5.3,6967.8,27871.2,121936.5,0.19,52.78384547
1003582,6.2,536.1,2144.4,9381.75,0.01,10.16066169
1003583,6.2,14698.2,58792.8,257218.5,0.4,157.9023474
1003584,6.2,19558.6,78234.4,342275.5,0.53,283.8284094
1003585,3.2,4214.9,16859.6,73760.75,0.12,57.46870037
1003586,3.2,13240.8,52963.2,231714,0.36,130.0753648
1003587,3.7,5212,20848,91210,0.14,28.4285384
1003588,3.7,4846.7,19386.8,84817.25,0.13,26.33929071
1003589,4.5,4282.3,17129.2,74940.25,0.12,46.07261107
1003590,4.5,14407.2,57628.8,252126,0.39,101.8239873
1003591,4.5,4616,18464,80780,0.13,44.42234674
1003592,3.6,504.1,2016.4,8821.75,0.01,36.81159825
1003593,4,3592.2,14368.8,62863.5,0.1,57.75746952
1003594,7.5,21646.2,86584.8,378808.5,0.59,181.8339201
1003595,5.1,3908.2,15632.8,68393.5,0.11,60.50771823
1003596,4.4,4715.8,18863.2,82526.5,0.13,71.27915798
1003597,2.8,8012.3,32049.2,140215.25,0.22,77.20586696
1003598,2.8,2562,10248,44835,0.07,31.42813034
1003599,3.6,6602.3,26409.2,115540.25,0.18,46.3803358
1003600,3.3,736.4,2945.6,12887,0.02,12.04520533
1003601,6.8,1228.6,4914.4,21500.5,0.03,14.5639743
1003602,6.8,9064.4,36257.6,158627,0.25,112.6677661
1003603,7.3,20775.1,83100.4,363564.25,0.57,189.9964477
1003604,3.5,28135.5,112542,492371.25,0.77,221.9681818
1003605,2.8,68180.6,272722.4,1193160.5,1.86,622.046604
1003606,2.5,96372.9,385491.6,1686525.75,2.63,832.5884311
1003607,2.6,50087.8,200351.2,876536.5,1.37,322.3192448
1003608,4.5,1564.75,6259,39118.75,0.09,48.24131036
1003609,8.3,14011.2,56044.8,245196,0.38,122.4450171
1003610,8.1,3683.3,14733.2,64457.75,0.1,53.25562089
1003611,5.550459506,771.3,3085.2,13497.75,0.02,12.02057466
1003612,8.1,6754.6,27018.4,118205.5,0.18,69.01889334
1003613,5.3,13690.4,54761.6,239582,0.37,161.3192156
1003614,1.6,2638.1,10552.4,46166.75,0.07,49.27682524
1003615,4.4,9203,36812,161052.5,0.25,108.0653632
1003616,4.8,3631,14524,63542.5,0.1,30.83609585
1003617,5.1,3522.4,14089.6,61642,0.1,50.80838137
1003618,5.6,12078.5,48314,211373.75,0.33,78.27597293
1003619,5.4,5407.2,21628.8,94626,0.15,63.26686271
1003620,2.4,4593.1,18372.4,80379.25,0.13,53.78452195
1003621,2.5,6255.5,25022,109471.25,0.17,96.71247223
1003622,3.5,4931.6,19726.4,86303,0.13,84.77302263
1003623,2.4,8222.3,32889.2,143890.25,0.22,130.9445701
1003624,5.4,5433.7,21734.8,95089.75,0.15,76.7590032
1003625,8.1,6253.7,25014.8,109439.75,0.17,70.93503772
1003626,3.7,817.1,3268.4,14299.25,0.02,12.36606596
1003627,2.5,9318.9,37275.6,163080.75,0.25,123.0712769
1003628,1.8,14702.5,58810,257293.75,0.4,182.4685714
1003629,6.3,5500.2,22000.8,96253.5,0.15,73.81405854
1003630,2.7,1873.4,7493.6,32784.5,0.05,26.04855484
1003631,6.5,3380.6,13522.4,59160.5,0.09,41.93020108
1003632,5.7,1221.4,4885.6,21374.5,0.03,20.14307776
1003633,5.6,1070.3,4281.2,18730.25,0.03,20.07588894
1003634,6,7455.6,29822.4,130473,0.2,102.469519
1003635,6.6,6383.4,25533.6,111709.5,0.17,85.94263918
1003636,3.6,27597.8,110391.2,482961.5,0.75,350.722845
1003637,3.6,2880.1,11520.4,50401.75,0.08,39.01632814
1003638,3.6,1980,7920,34650,0.05,28.08824725
1003639,6.6,2331.9,9327.6,40808.25,0.06,39.79558701
1003640,4.3,52387.1,209548.4,916774.25,1.43,421.8000479
1003641,7.3,23253.9,93015.6,406943.25,0.64,236.11516
1003642,6.9,14442.5,57770,252743.75,0.39,156.7766338
1003643,7.3,36464.4,145857.6,638127,1,363.8300746
1003644,6.4,2540.4,10161.6,44457,0.07,28.37842313
1003645,4.3,18141,72564,317467.5,0.5,195.5154918
1003646,6.2,16921.3,67685.2,296122.75,0.46,189.6775843
1003647,6.2,2632.4,10529.6,46067,0.07,37.05871428
1003648,4.3,29179.9,116719.6,510648.25,0.8,348.4469086
1003649,4.2,8614.3,34457.2,150750.25,0.24,83.22043582
1003650,2.1,3392,13568,59360,0.09,49.13591214
1003651,7.6,4175,16700,73062.5,0.11,54.90833362
1003652,7.4,4527.3,18109.2,79227.75,0.12,59.84179346
1003653,6.8,2415.45,9661.8,60386.25,0.13,63.7906352
1003654,6.8,4257.15,17028.6,106428.75,0.23,59.38034674
1003655,5.8,4757.4,19029.6,83254.5,0.13,37.63840931
1003656,5,5442.2,21768.8,95238.5,0.15,114.5951986
1003657,3.3,3576.6,14306.4,62590.5,0.1,70.04431768
1003658,5.4,1668.2,6672.8,29193.5,0.05,34.56966674
1003659,7.2,37677.5,150710,659356.25,1.03,281.7348925
1003660,7.2,5911.1,23644.4,103444.25,0.16,62.38942845
1003661,5.8,25733.5,102934,450336.25,0.71,297.7582622
1003662,4.4,36852,147408,644910,1.01,243.6376368
